Date,000001.SS,HSI,^AORD,^BSESN,^BVSP,^DJI,^FCHI,^FTSE,^GDAXI,^GSPC,^IXIC,^JKSE,^KS11,^MERV,^N225,^NSEI,^STI,^TWII
2022-02-07,3429.580078125,24579.599609375,7414.2001953125,57621.19140625,111996.0,35091.12890625,7009.25,7573.5,15206.6396484375,4483.8701171875,14015.669921875,6804.93701171875,2745.06005859375,89189.0,27248.869140625,17213.599609375,3366.47998046875,17900.30078125
2022-02-08,3452.6298828125,24329.5,7489.0,57808.578125,112234.0,35462.78125,7028.41015625,7567.10009765625,15242.3798828125,4521.5400390625,14194.4501953125,6789.52197265625,2746.469970703125,88149.0,27284.51953125,17266.75,3401.739990234375,17966.560546875
2022-02-09,3479.949951171875,24830.0,7572.7998046875,58465.96875,112461.0,35768.05859375,7130.8798828125,7643.39990234375,15482.009765625,4587.18017578125,14490.3701171875,6834.60595703125,2768.85009765625,87393.0,27579.869140625,17463.80078125,3420.0400390625,18151.759765625
2022-02-10,3485.909912109375,24924.30078125,7595.5,58926.03125,113359.0,35241.58984375,7101.5498046875,7672.39990234375,15490.4404296875,4504.080078125,14185.6396484375,6823.64208984375,2771.929931640625,87559.0,27696.080078125,17605.849609375,3428.0,18338.05078125
2022-02-11,3462.949951171875,24906.69921875,7515.7998046875,58152.921875,113572.0,34738.05859375,7011.60009765625,7661.0,15425.1201171875,4418.64013671875,13791.150390625,6815.60693359375,2747.7099609375,88185.0,,17374.75,3428.949951171875,18310.939453125
2022-02-14,3428.8798828125,24556.599609375,7535.10009765625,56405.83984375,113807.0,34566.171875,6852.2001953125,7531.60009765625,15113.9697265625,4401.669921875,13790.919921875,6734.48583984375,2704.47998046875,87804.0,27079.58984375,16842.80078125,3421.199951171875,17997.669921875
2022-02-15,3446.090087890625,24355.69921875,7490.2998046875,58142.05078125,114660.0,34988.83984375,6979.97021484375,7608.89990234375,15412.7099609375,4471.06982421875,14139.759765625,6807.4970703125,2676.5400390625,88043.0,26865.189453125,17352.44921875,3421.3798828125,17951.810546875
2022-02-16,3465.830078125,24718.900390625,7573.0,57996.6796875,115181.0,34934.26953125,6964.97998046875,7603.7998046875,15396.0703125,4475.009765625,14124.08984375,6850.1982421875,2729.679931640625,90578.0,27460.400390625,17322.19921875,3439.300048828125,18231.470703125
2022-02-17,3468.0400390625,24792.80078125,7574.7998046875,57892.01171875,113528.0,34312.03125,6946.81982421875,7537.39990234375,15267.6298828125,4380.259765625,13716.7197265625,6835.1171875,2744.090087890625,89978.0,27232.869140625,17304.599609375,3441.570068359375,18268.5703125
2022-02-18,3490.760009765625,24327.69921875,7502.7998046875,57832.96875,112768.0,34079.1796875,6929.6298828125,7513.60009765625,15042.509765625,4348.8701171875,13548.0703125,6892.81787109375,2744.52001953125,89443.0,27122.0703125,17276.30078125,3428.89990234375,18232.349609375
2022-02-21,3490.610107421875,,7507.0,57683.58984375,111725.0,,6788.33984375,7484.2998046875,14731.1201171875,,,6902.96484375,2743.800048828125,90030.0,26910.869140625,17206.650390625,3436.360107421875,18221.490234375
2022-02-22,3457.14990234375,23520.0,7422.2001953125,57300.6796875,112892.0,33596.609375,6787.60009765625,7494.2001953125,14693.0,4304.759765625,13381.51953125,6861.994140625,2706.7900390625,90441.0,26449.609375,17092.19921875,3400.580078125,17969.2890625
