Date,000001.SS,HSI,^AORD,^BSESN,^BVSP,^DJI,^FCHI,^FTSE,^GDAXI,^GSPC,^IXIC,^JKSE,^KS11,^MERV,^N225,^NSEI,^STI,^TWII
2022-11-24,3089.31005859375,,7432.2001953125,62272.6796875,111831.0,,6707.31982421875,7466.60009765625,14539.5595703125,,,7080.51513671875,2441.330078125,160936.0,28383.08984375,18484.099609375,3252.8798828125,14784.0
2022-11-25,3101.68994140625,,7447.60009765625,62293.640625,108977.0,34347.03125,6712.47998046875,7486.7001953125,14541.3798828125,4026.1201171875,11226.3603515625,7053.14990234375,2437.860107421875,163717.0,28283.029296875,18512.75,3244.550048828125,14778.509765625
2022-11-28,3078.550048828125,,7418.60009765625,62504.80078125,108782.0,33849.4609375,6665.2001953125,7474.0,14383.3603515625,3963.93994140625,11049.5,7017.35791015625,2408.27001953125,164278.0,28162.830078125,18562.75,3240.06005859375,14556.8701171875
2022-11-29,3149.75,,7442.0,62681.83984375,110910.0,33852.53125,6668.97021484375,7512.0,14355.4501953125,3957.6298828125,10983.7802734375,7012.06884765625,2433.389892578125,168195.0,28027.83984375,18618.05078125,3276.360107421875,14709.6396484375
2022-11-30,3151.340087890625,,7480.7001953125,63099.6484375,112486.0,34589.76953125,6738.5498046875,7573.10009765625,14397.0400390625,4080.110107421875,11468.0,7081.31298828125,2472.530029296875,168525.0,27968.990234375,18758.349609375,3290.489990234375,14879.5498046875
2022-12-01,3165.469970703125,,7554.0,63284.19140625,110926.0,34395.01171875,6753.97021484375,7558.5,14490.2998046875,4076.570068359375,11482.4501953125,7020.80322265625,2479.840087890625,170604.0,28226.080078125,18812.5,3292.72998046875,15012.7998046875
2022-12-02,3156.139892578125,,7503.5,62868.5,111924.0,34429.87890625,6742.25,7556.2001953125,14529.3896484375,4071.699951171875,11461.5,7019.63916015625,2434.330078125,169692.0,27777.900390625,18696.099609375,3259.139892578125,14970.6796875
2022-12-05,3211.81005859375,,7527.7998046875,62834.6015625,109401.0,33947.1015625,6696.9599609375,7567.5,14447.6103515625,3998.840087890625,11239.9404296875,6987.328125,2419.320068359375,164467.0,27820.400390625,18701.05078125,3267.5400390625,14980.740234375
2022-12-06,3212.530029296875,,7487.7001953125,62626.359375,109533.0,33596.33984375,6687.7900390625,7521.39990234375,14343.1904296875,3941.260009765625,11014.8896484375,6892.56982421875,2393.159912109375,168090.0,27885.869140625,18642.75,3252.3701171875,14728.8798828125
2022-12-07,3199.6201171875,,7423.2001953125,62410.6796875,109361.0,33597.921875,6660.58984375,7489.2001953125,14261.1904296875,3933.919921875,10958.5498046875,6818.751953125,2382.81005859375,171178.0,27686.400390625,18560.5,3225.449951171875,14630.009765625
2022-12-08,3197.35009765625,,7369.39990234375,62570.6796875,107245.0,33781.48046875,6647.31005859375,7472.2001953125,14264.5595703125,3963.510009765625,11082.0,6804.22705078125,2371.080078125,,27574.4296875,18609.349609375,3236.080078125,14553.0400390625
2022-12-09,3206.949951171875,,7406.2998046875,62181.671875,107689.0,33476.4609375,6677.64013671875,7476.60009765625,14370.7197265625,3934.3798828125,11004.6201171875,6715.1181640625,2389.0400390625,,27901.009765625,18496.599609375,3245.969970703125,14705.4296875
2022-12-12,3179.0400390625,,7370.60009765625,62130.5703125,105264.0,34005.0390625,6650.5498046875,7446.0,14306.6298828125,3990.56005859375,11143.740234375,6734.4521484375,2373.02001953125,166467.0,27842.330078125,18497.150390625,3239.659912109375,14612.58984375
2022-12-13,3176.330078125,,7389.2001953125,62533.30078125,103892.0,34108.640625,6744.97998046875,7502.89990234375,14497.8896484375,4019.64990234375,11256.8095703125,6810.31591796875,2372.39990234375,165500.0,27954.849609375,18608.0,3271.280029296875,14522.9599609375
2022-12-14,3176.530029296875,,7438.7001953125,62677.91015625,103803.0,33966.3515625,6730.7900390625,7495.89990234375,14460.2001953125,3995.320068359375,11170.8896484375,6801.7490234375,2399.25,164217.0,28156.2109375,18660.30078125,3278.570068359375,14739.3603515625
2022-12-15,3168.64990234375,,7390.2998046875,61799.03125,103738.0,33202.21875,6522.77001953125,7426.2001953125,13986.23046875,3895.75,10810.5302734375,6751.85986328125,2360.969970703125,164733.0,28051.69921875,18414.900390625,3273.75,14734.1298828125
2022-12-16,3167.85791015625,,7336.5,61337.80859375,102825.0,32920.4609375,6452.6298828125,7332.10009765625,13893.0703125,3852.360107421875,10705.41015625,6812.19287109375,2360.02001953125,165110.0,27527.119140625,18269.0,3240.81005859375,14528.5498046875
2022-12-19,3107.1201171875,,7321.0,61806.19140625,104530.0,32757.5390625,6473.2900390625,7361.2998046875,13942.8701171875,3817.659912109375,10546.0302734375,6779.6982421875,2352.169921875,168966.0,27237.640625,18420.44921875,3256.610107421875,14433.3203125
2022-12-20,3073.77001953125,,7199.60009765625,61702.2890625,106979.0,32849.73828125,6450.43017578125,7370.60009765625,13884.66015625,3821.6201171875,10547.1103515625,6768.31591796875,2333.2900390625,172336.0,26568.029296875,18385.30078125,3253.969970703125,14170.0302734375
2022-12-21,3068.409912109375,,7293.0,61067.23828125,107313.0,33376.48046875,6580.240234375,7497.2998046875,14097.8203125,3878.43994140625,10709.3701171875,6820.6630859375,2328.949951171875,179852.0,26387.720703125,18199.099609375,3256.18994140625,14234.400390625
2022-12-22,3054.429931640625,,7335.2001953125,60826.21875,107317.0,33027.48828125,6517.97021484375,7469.2998046875,13914.0703125,3822.389892578125,10476.1201171875,6824.43212890625,2356.72998046875,182460.0,26507.869140625,18127.349609375,3269.530029296875,14442.9404296875
2022-12-23,3045.865966796875,,7287.7998046875,59845.2890625,109698.0,33203.9296875,6504.89990234375,7473.0,13940.9296875,3844.820068359375,10497.8603515625,6800.6728515625,2313.68994140625,187784.0,26235.25,17806.80078125,3257.699951171875,14271.6298828125
2022-12-26,3065.56298828125,,,60566.421875,108738.0,,,,,,,6835.80810546875,2317.139892578125,192477.0,26405.869140625,18014.599609375,,14285.1298828125
2022-12-27,3095.570068359375,,,60927.4296875,108347.0,33241.55859375,6550.66015625,,13995.099609375,3829.25,10353.23046875,6923.02685546875,2332.7900390625,195543.0,26447.869140625,18132.30078125,3266.3798828125,14328.4296875
2022-12-28,3087.39990234375,,7262.2001953125,60910.28125,110237.0,32875.7109375,6510.490234375,7497.2001953125,13925.599609375,3783.219970703125,10213.2900390625,6850.52001953125,2280.449951171875,202560.0,26340.5,18122.5,3266.969970703125,14173.099609375
2022-12-29,3073.699951171875,,7197.2998046875,61133.87890625,110031.0,33220.80078125,6573.47021484375,7512.7001953125,14071.7197265625,3849.280029296875,10478.08984375,6860.0771484375,2236.39990234375,199361.0,26093.669921875,18191.0,3249.239990234375,14085.01953125
2022-12-30,3089.260009765625,,7221.7001953125,60840.73828125,,33147.25,6473.759765625,7451.7001953125,13923.58984375,3839.5,10466.48046875,6850.619140625,,202085.0,26094.5,18105.30078125,3251.320068359375,14137.6904296875
2023-01-02,,,,61167.7890625,106376.0,,6594.56982421875,,14069.259765625,,,6850.98388671875,2225.669921875,207054.0,,18197.44921875,,
2023-01-03,3116.510009765625,,7131.10009765625,61294.19921875,104166.0,33136.37109375,6623.89013671875,7554.10009765625,14181.669921875,3824.139892578125,10386.98046875,6888.7578125,2218.679931640625,198361.0,,18232.55078125,3245.800048828125,14224.1201171875
2023-01-04,3123.52001953125,,7249.10009765625,60657.44921875,105334.0,33269.76953125,6776.43017578125,7585.2001953125,14490.7802734375,3852.969970703125,10458.759765625,6813.23876953125,2255.97998046875,201061.0,25716.859375,18042.94921875,3242.4599609375,14199.1298828125
2023-01-05,3155.219970703125,,7259.2998046875,60353.26953125,107518.0,32930.078125,6761.5,7633.5,14436.3095703125,3808.10009765625,10305.240234375,6653.8408203125,2264.64990234375,209646.0,25820.80078125,17992.150390625,3292.659912109375,14301.0498046875
2023-01-06,3157.639892578125,,7308.7998046875,59900.37109375,108836.0,33630.609375,6860.9501953125,7699.5,14610.01953125,3895.080078125,10569.2900390625,6684.55810546875,2289.969970703125,213794.0,25973.849609375,17859.44921875,3276.719970703125,14373.33984375
2023-01-09,3176.080078125,,7355.7998046875,60747.30859375,109227.0,33517.6484375,6907.35986328125,7724.89990234375,14792.830078125,3892.090087890625,10635.650390625,6688.26513671875,2350.18994140625,215725.0,,18101.19921875,3305.669921875,14752.2099609375
2023-01-10,3169.510009765625,,7336.60009765625,60115.48046875,110912.0,33704.1015625,6869.14013671875,7694.5,14774.599609375,3919.25,10742.6298828125,6622.4990234375,2351.31005859375,215811.0,26175.560546875,17914.150390625,3262.909912109375,14802.9599609375
2023-01-11,3161.840087890625,,7406.39990234375,60105.5,111763.0,33973.01171875,6924.18994140625,7725.0,14947.91015625,3969.610107421875,10931.669921875,6584.453125,2359.530029296875,224628.0,26446.0,17895.69921875,3271.510009765625,14751.4404296875
2023-01-12,3163.449951171875,,7489.89990234375,59958.03125,111877.0,34189.96875,6975.68017578125,7794.0,15058.2998046875,3983.169921875,11001.099609375,6629.93408203125,2365.10009765625,234154.0,26449.8203125,17858.19921875,3267.780029296875,14731.6396484375
2023-01-13,3195.31005859375,,7540.10009765625,60261.1796875,110916.0,34302.609375,7023.5,7844.10009765625,15086.51953125,3999.090087890625,11079.16015625,6641.830078125,2386.090087890625,242155.0,26119.51953125,17956.599609375,3293.75,14824.1298828125
2023-01-16,3227.592041015625,,7605.0,60092.96875,109213.0,,7043.31005859375,7860.10009765625,15134.0400390625,,,6688.05712890625,2399.860107421875,250556.0,25822.3203125,17894.849609375,3283.60009765625,14927.009765625
2023-01-17,3224.239990234375,,7597.60009765625,60655.71875,111439.0,33910.8515625,7077.16015625,7851.0,15187.0703125,3990.969970703125,11095.1103515625,6767.33984375,2379.389892578125,260750.0,26138.6796875,18053.30078125,3280.510009765625,14932.9296875
2023-01-18,3224.409912109375,,7609.5,61045.73828125,112452.0,33296.9609375,7083.39013671875,7830.7001953125,15181.7998046875,3928.860107421875,10957.009765625,6765.7861328125,2368.320068359375,235372.0,26791.119140625,18165.349609375,3289.550048828125,
2023-01-19,3240.280029296875,,7648.39990234375,60858.4296875,113006.0,33044.55859375,6951.8701171875,7747.2998046875,14920.3603515625,3898.85009765625,10852.26953125,6819.9072265625,2380.340087890625,235180.0,26405.23046875,18107.849609375,3276.179931640625,
2023-01-20,3264.81005859375,,7666.2998046875,60621.76953125,112301.0,33375.48828125,6995.990234375,7770.60009765625,15033.5595703125,3972.610107421875,11140.4296875,6874.93115234375,2395.260009765625,247680.0,26553.529296875,18027.650390625,3293.7099609375,
2023-01-23,,,7674.2001953125,60941.671875,111709.0,33629.55859375,7032.02001953125,7784.7001953125,15102.9501953125,4019.81005859375,11364.41015625,,,250362.0,26906.0390625,18118.55078125,,
2023-01-24,,,7710.5,60978.75,113028.0,33733.9609375,7050.47998046875,7757.39990234375,15093.1103515625,4016.949951171875,11334.26953125,6860.85400390625,,252108.0,27299.189453125,18118.30078125,,
2023-01-25,,,7688.0,60205.05859375,114195.0,33743.83984375,7043.8798828125,7744.89990234375,15081.6396484375,4016.219970703125,11313.3603515625,6829.93017578125,2428.570068359375,260074.0,27395.009765625,17891.94921875,3352.77001953125,
2023-01-26,,,,,114109.0,33949.41015625,7095.990234375,7761.10009765625,15132.849609375,4060.429931640625,11512.41015625,6864.81787109375,2468.64990234375,261499.0,27362.75,,3377.18994140625,
2023-01-27,,,7709.5,59330.8984375,112502.0,33978.078125,7097.2099609375,7765.2001953125,15150.0302734375,4070.56005859375,11621.7099609375,6898.98095703125,2484.02001953125,254295.0,27382.560546875,17604.349609375,3394.2099609375,
2023-01-30,3269.320068359375,,7700.39990234375,59500.41015625,111888.0,33717.08984375,7082.009765625,7784.89990234375,15126.080078125,4017.77001953125,11393.8095703125,6872.48095703125,2450.469970703125,245875.0,27433.400390625,17648.94921875,3378.2900390625,15493.8203125
2023-01-31,3255.669921875,,7686.10009765625,59549.8984375,113532.0,34086.0390625,7082.419921875,7771.7001953125,15128.26953125,4076.60009765625,11584.5498046875,6839.341796875,2425.080078125,253549.0,27327.109375,17662.150390625,3365.669921875,15265.2001953125
2023-02-01,3284.919921875,,7709.7001953125,59708.078125,112303.0,34092.9609375,7077.10986328125,7761.10009765625,15180.740234375,4119.2099609375,11816.3203125,6862.2578125,2449.800048828125,251062.0,27346.880859375,17616.30078125,3377.64990234375,15420.1298828125
2023-02-02,3285.669921875,,7728.5,59932.23828125,109935.0,34053.94140625,7166.27001953125,7820.2001953125,15509.1904296875,4179.759765625,12200.8203125,6890.57177734375,2468.8798828125,248855.0,27402.05078125,17610.400390625,3363.679931640625,15595.16015625
2023-02-03,3263.409912109375,,7771.7998046875,60841.87890625,108490.0,33926.01171875,7233.93994140625,7901.7998046875,15476.4296875,4136.47998046875,12006.9501953125,6911.73193359375,2480.39990234375,239370.0,27509.4609375,17854.05078125,3384.2900390625,15602.66015625
2023-02-06,3238.699951171875,,7745.89990234375,60506.8984375,108456.0,33891.01953125,7137.10009765625,7836.7001953125,15345.91015625,4111.080078125,11887.4501953125,6873.791015625,2438.18994140625,243608.0,27693.650390625,17764.599609375,3385.929931640625,15392.8203125
2023-02-07,3248.090087890625,,7713.10009765625,60286.0390625,107920.0,34156.69140625,7132.35009765625,7864.7001953125,15320.8798828125,4164.0,12113.7900390625,6935.30078125,2451.7099609375,246804.0,27685.470703125,17721.5,3380.840087890625,15400.91015625
2023-02-08,3232.110107421875,,7740.5,60663.7890625,109882.0,33949.01171875,7119.830078125,7885.2001953125,15412.0498046875,4117.85986328125,11910.51953125,6940.1240234375,2483.639892578125,250125.0,27606.4609375,17871.69921875,3388.52001953125,15618.169921875
2023-02-09,3270.3798828125,,7695.7998046875,60806.21875,107783.0,33699.87890625,7188.35986328125,7911.2001953125,15523.419921875,4081.5,11789.580078125,6897.365234375,2481.52001953125,248239.0,27584.349609375,17893.44921875,3359.47998046875,15598.7099609375
2023-02-10,3260.669921875,,7631.10009765625,60682.69921875,108150.0,33869.26953125,7129.72998046875,7882.5,15307.98046875,4090.4599609375,11718.1201171875,6880.3291015625,2469.72998046875,249898.0,27670.98046875,17856.5,3360.68994140625,15586.650390625
2023-02-13,3284.159912109375,,7614.5,60431.83984375,108846.0,34245.9296875,7208.58984375,7947.60009765625,15397.33984375,4137.2900390625,11891.7900390625,6900.14013671875,2452.699951171875,257626.0,27427.3203125,17770.900390625,3324.699951171875,15544.2802734375
2023-02-14,3293.280029296875,,7628.60009765625,61032.26171875,107659.0,34089.26953125,7213.81005859375,7953.89990234375,15380.5595703125,4136.1298828125,11960.150390625,6941.85498046875,2465.639892578125,258464.0,27602.76953125,17929.849609375,3318.199951171875,15654.48046875
2023-02-15,3280.489990234375,,7559.10009765625,61275.08984375,109442.0,34128.05078125,7300.85986328125,7997.7998046875,15506.33984375,4147.60009765625,12070.58984375,6914.5380859375,2427.89990234375,254970.0,27501.859375,18015.849609375,3280.820068359375,15432.8896484375
2023-02-16,3249.030029296875,,7620.7001953125,61319.51171875,109905.0,33696.8515625,7366.16015625,8012.5,15533.6396484375,4090.409912109375,11855.830078125,6895.6640625,2475.47998046875,257247.0,27696.439453125,18035.849609375,3311.22998046875,15550.5
2023-02-17,3224.02001953125,,7552.2001953125,61002.5703125,109303.0,33826.69140625,7347.72021484375,8004.39990234375,15482.0,4079.090087890625,11787.26953125,6895.7138671875,2451.2099609375,248979.0,27513.130859375,17944.19921875,3328.3701171875,15479.7001953125
2023-02-20,3290.340087890625,,7552.5,60691.5390625,,,7335.60986328125,8014.2998046875,15477.5498046875,,,6894.716796875,2455.1201171875,,27531.939453125,17844.599609375,3308.75,15551.23046875
2023-02-21,3306.52001953125,,7544.60009765625,60672.71875,,33129.58984375,7308.64990234375,7977.7998046875,15397.6201171875,3997.340087890625,11492.2998046875,6873.40478515625,2458.9599609375,,27473.099609375,17826.69921875,3306.860107421875,15563.0
2023-02-22,3291.14990234375,,7517.0,59744.98046875,107152.0,33045.08984375,7299.259765625,7930.60009765625,15399.8896484375,3991.050048828125,11507.0703125,6809.9677734375,2417.679931640625,244719.0,27104.3203125,17554.30078125,3300.0400390625,15418.76953125
2023-02-23,3287.47998046875,,7492.5,59605.80078125,107720.0,33153.91015625,7317.43017578125,7907.7001953125,15475.6904296875,4012.320068359375,11590.400390625,6839.4541015625,2439.090087890625,248006.0,,17511.25,3264.929931640625,15615.41015625
2023-02-24,3267.159912109375,,7512.7001953125,59463.9296875,105873.0,32816.921875,7187.27001953125,7878.7001953125,15209.740234375,3970.0400390625,11394.9404296875,6856.576171875,2423.610107421875,248325.0,27453.48046875,17465.80078125,3282.300048828125,15503.7900390625
2023-02-27,3258.030029296875,,7419.60009765625,59288.3515625,105711.0,32889.08984375,7295.5498046875,7935.10009765625,15381.4296875,3982.239990234375,11466.98046875,6854.77685546875,2402.639892578125,250466.0,27423.9609375,17392.69921875,3263.239990234375,
2023-02-28,3279.610107421875,,7458.0,58962.12109375,104932.0,32656.69921875,7267.93017578125,7876.2998046875,15365.1396484375,3970.14990234375,11455.5400390625,6843.23876953125,2412.85009765625,247459.0,27445.560546875,17303.94921875,3262.6298828125,
2023-03-01,3312.35009765625,,7482.60009765625,59411.078125,104385.0,32661.83984375,7234.25,7914.89990234375,15305.01953125,3951.389892578125,11379.48046875,6844.93603515625,,249581.0,27516.529296875,17450.900390625,3255.080078125,15598.490234375
2023-03-02,3310.64990234375,,7460.0,58909.3515625,103326.0,33003.5703125,7284.22021484375,7944.0,15327.6396484375,3981.35009765625,11462.98046875,6857.4150390625,2427.85009765625,242749.0,27498.869140625,17321.900390625,3234.89990234375,15598.7197265625
2023-03-03,3328.389892578125,,7484.0,59808.96875,103866.0,33390.96875,7348.1201171875,7947.10009765625,15578.3896484375,4045.639892578125,11689.009765625,6813.63623046875,2432.070068359375,245865.0,27927.470703125,17594.349609375,3232.02001953125,15608.419921875
2023-03-06,3322.030029296875,,7525.7001953125,60224.4609375,104700.0,33431.44140625,7373.2099609375,7929.7998046875,15653.580078125,4048.419921875,11675.740234375,6807.0009765625,2462.6201171875,253019.0,28237.779296875,17711.44921875,3239.31005859375,15763.509765625
2023-03-07,3285.10009765625,,7562.7001953125,,104228.0,32856.4609375,7339.27001953125,7919.5,15559.5302734375,3986.3701171875,11530.330078125,6766.7578125,2463.35009765625,246501.0,28309.16015625,,3245.27001953125,15857.8896484375
2023-03-08,3283.25,,7503.89990234375,60348.08984375,106540.0,32798.3984375,7324.759765625,7929.89990234375,15631.8701171875,3992.010009765625,11576.0,6776.3701171875,2431.909912109375,250912.0,28444.189453125,17754.400390625,3226.860107421875,15818.2001953125
2023-03-09,3276.090087890625,,7514.39990234375,59806.28125,105071.0,32254.859375,7315.8798828125,7880.0,15633.2099609375,3918.320068359375,11338.349609375,6799.794921875,2419.090087890625,247554.0,28623.150390625,17589.599609375,3214.510009765625,15770.66015625
2023-03-10,3230.080078125,,7348.2001953125,59135.12890625,103618.0,31909.640625,7220.669921875,7748.39990234375,15427.9697265625,3861.590087890625,11138.8896484375,6765.3017578125,2394.590087890625,236419.0,28143.970703125,17412.900390625,3177.429931640625,15526.2001953125
2023-03-13,3268.699951171875,,7311.0,58237.8515625,103121.0,31819.140625,7011.5,7548.60009765625,14959.4697265625,3855.760009765625,11188.83984375,6786.955078125,2410.60009765625,225228.0,27832.9609375,17154.30078125,3132.3701171875,15560.490234375
2023-03-14,3245.31005859375,,7201.10009765625,57900.19140625,102932.0,32155.400390625,7141.56982421875,7637.10009765625,15232.830078125,3919.2900390625,11428.150390625,6641.81396484375,2348.969970703125,220447.0,27222.0390625,17043.30078125,3129.75,15360.419921875
2023-03-15,3263.31005859375,,7263.10009765625,57555.8984375,102675.0,31874.5703125,6885.7099609375,7344.5,14735.259765625,3891.929931640625,11434.0498046875,6628.13720703125,2379.719970703125,209824.0,27229.48046875,16972.150390625,3172.919921875,15387.58984375
2023-03-16,3226.889892578125,,7152.7001953125,57634.83984375,103435.0,32246.55078125,7025.72021484375,7410.0,14967.099609375,3960.280029296875,11717.2802734375,6565.72802734375,2377.909912109375,223388.0,27010.609375,16985.599609375,3155.5400390625,15221.1201171875
2023-03-17,3250.550048828125,,7188.2001953125,57989.8984375,101982.0,31861.98046875,6925.39990234375,7335.39990234375,14768.2001953125,3916.639892578125,11630.509765625,6678.23681640625,2395.68994140625,221740.0,27333.7890625,17100.05078125,3183.280029296875,15452.9599609375
2023-03-20,3234.909912109375,,7085.10009765625,57628.94921875,100923.0,32244.580078125,7013.14013671875,7403.89990234375,14933.3798828125,3951.570068359375,11675.5400390625,6612.490234375,2379.199951171875,221059.0,26945.669921875,16988.400390625,3139.760009765625,15419.9697265625
2023-03-21,3255.64990234375,,7142.2001953125,58074.6796875,100998.0,32560.599609375,7112.91015625,7536.2001953125,15195.33984375,4002.8701171875,11860.1103515625,6691.61083984375,2388.35009765625,228790.0,,17107.5,3173.929931640625,15513.4501953125
2023-03-22,3265.75,,7200.7001953125,58214.58984375,100221.0,32030.109375,7131.1201171875,7566.7998046875,15216.1904296875,3936.969970703125,11669.9599609375,,2416.9599609375,224915.0,27466.609375,17151.900390625,3220.97998046875,15760.4599609375
2023-03-23,3286.64990234375,,7148.60009765625,57925.28125,97926.0,32105.25,7139.25,7499.60009765625,15210.3896484375,3948.719970703125,11787.400390625,,2424.47998046875,219277.0,27419.609375,17076.900390625,3219.0,15863.9501953125
2023-03-24,3265.64990234375,,7137.60009765625,57527.1015625,98829.0,32237.529296875,7015.10009765625,7405.5,14957.23046875,3970.989990234375,11823.9599609375,6762.25390625,2414.9599609375,,27385.25,16945.05078125,3212.639892578125,15914.7001953125
2023-03-27,3251.39990234375,,7143.7998046875,57653.859375,99670.0,32432.080078125,7078.27001953125,7471.7998046875,15127.6796875,3977.530029296875,11768.83984375,6708.93310546875,2409.219970703125,233739.0,27476.869140625,16985.69921875,3239.030029296875,15830.3095703125
2023-03-28,3245.3798828125,,7219.39990234375,57613.71875,101185.0,32394.25,7088.33984375,7484.2998046875,15142.01953125,3971.27001953125,11716.080078125,6760.328125,2434.93994140625,242386.0,27518.25,16951.69921875,3255.5400390625,15701.48046875
2023-03-29,3240.06005859375,,7236.0,57960.08984375,101793.0,32717.599609375,7186.990234375,7564.2998046875,15328.7802734375,4027.81005859375,11926.240234375,6839.43603515625,2443.919921875,249104.0,27883.779296875,17080.69921875,3262.5400390625,15769.759765625
2023-03-30,3261.25,,7312.39990234375,,103713.0,32859.03125,7263.3701171875,7620.39990234375,15522.400390625,4050.830078125,12013.4697265625,6808.951171875,2453.159912109375,251639.0,27782.9296875,,3257.179931640625,15849.4296875
2023-03-31,3272.860107421875,,7373.2998046875,58991.51953125,101882.0,33274.1484375,7322.39013671875,7631.7001953125,15628.83984375,4109.31005859375,12221.91015625,6805.27685546875,2476.860107421875,245716.0,28041.48046875,17359.75,3258.89990234375,15868.0595703125
2023-04-03,3296.39990234375,,7416.39990234375,59106.44140625,101506.0,33601.1484375,7345.9599609375,7673.0,15580.919921875,4124.509765625,12189.4501953125,6827.1748046875,2472.340087890625,254697.0,28188.150390625,17398.05078125,3281.080078125,
2023-04-04,3312.56005859375,,7431.5,,101869.0,33402.37890625,7344.9599609375,7634.5,15603.4697265625,4100.60009765625,12126.330078125,6833.17822265625,2480.510009765625,251488.0,28287.419921875,,3311.1201171875,
2023-04-05,,,7434.2998046875,59689.30859375,100978.0,33482.71875,7316.2998046875,7662.89990234375,15520.169921875,4090.3798828125,11996.8603515625,6819.6748046875,2495.2099609375,252849.0,27813.259765625,17557.05078125,3318.8701171875,
2023-04-06,3312.6298828125,,7412.0,59832.96875,100822.0,33485.2890625,7324.75,7741.60009765625,15597.8896484375,4105.02001953125,12087.9599609375,6792.76513671875,2459.22998046875,,27472.630859375,17599.150390625,3300.47998046875,15810.76953125
2023-04-07,3327.64990234375,,,,,,,,,,,,2490.409912109375,,27518.310546875,,,15836.5
2023-04-10,3315.360107421875,,,59846.51171875,101847.0,33586.51953125,,,,4109.10986328125,12084.3603515625,6771.23486328125,2512.080078125,,27633.66015625,17624.05078125,3294.429931640625,15876.169921875
2023-04-11,3313.570068359375,,7504.2001953125,60157.71875,106214.0,33684.7890625,7390.27978515625,7785.7001953125,15655.169921875,4108.93994140625,12031.8798828125,6811.31396484375,2547.860107421875,259963.0,27923.369140625,17722.30078125,3297.830078125,15913.8798828125
2023-04-12,3327.179931640625,,7538.89990234375,60392.76953125,106890.0,33646.5,7396.93994140625,7824.7998046875,15703.599609375,4091.949951171875,11929.33984375,6798.9638671875,2550.639892578125,266850.0,28082.69921875,17812.400390625,3286.1201171875,15932.9697265625
2023-04-13,3318.360107421875,,7520.7001953125,60431.0,106458.0,34029.69140625,7480.830078125,7843.39990234375,15729.4599609375,4146.22021484375,12166.26953125,6785.59814453125,2561.659912109375,270329.0,28156.970703125,17828.0,3294.5400390625,15804.759765625
2023-04-14,3338.14990234375,,7560.39990234375,,106279.0,33886.46875,7519.60986328125,7871.89990234375,15807.5,4137.64013671875,12123.4697265625,6818.57421875,2571.489990234375,275717.0,28493.470703125,,3302.659912109375,15929.4296875
2023-04-17,3385.610107421875,,7578.10009765625,59910.75,106016.0,33987.1796875,7498.18017578125,7879.5,15789.5302734375,4151.31982421875,12157.7197265625,6787.58203125,2575.909912109375,281295.0,28514.779296875,17706.849609375,3319.260009765625,15963.5498046875
2023-04-18,3393.330078125,,7557.5,59727.01171875,106163.0,33976.62890625,7533.6298828125,7909.39990234375,15882.669921875,4154.8701171875,12153.41015625,6821.80712890625,2571.090087890625,284299.0,28658.830078125,17660.150390625,3309.56005859375,15869.4404296875
2023-04-19,3370.1298828125,,7561.2998046875,59567.80078125,103913.0,33897.01171875,7549.43994140625,7898.7998046875,15895.2001953125,4154.52001953125,12157.23046875,,2575.080078125,275406.0,28606.759765625,17618.75,3324.050048828125,15770.4697265625
2023-04-20,3367.030029296875,,7555.39990234375,59632.3515625,104367.0,33786.62109375,7538.7099609375,7902.60009765625,15795.9697265625,4129.7900390625,12059.5595703125,,2563.110107421875,281828.0,28657.5703125,17624.44921875,3313.409912109375,15707.51953125
2023-04-21,3301.260009765625,,7523.0,59655.05859375,,33808.9609375,7577.0,7914.10009765625,15881.66015625,4133.52001953125,12072.4599609375,,2544.39990234375,290891.0,28564.369140625,17624.05078125,3321.820068359375,15602.990234375
2023-04-24,3275.409912109375,,7512.2001953125,60056.1015625,103947.0,33875.3984375,7573.85986328125,7912.2001953125,15863.9501953125,4137.0400390625,12037.2001953125,,2523.5,299422.0,28593.51953125,17743.400390625,3324.550048828125,15626.8701171875
2023-04-25,3264.8701171875,,,60130.7109375,103220.0,33530.828125,7531.60986328125,7891.10009765625,15872.1298828125,4071.6298828125,11799.16015625,,2489.02001953125,303058.0,28620.0703125,17769.25,3296.56005859375,15370.73046875
2023-04-26,3264.10009765625,,7502.7998046875,60300.578125,102312.0,33301.87109375,7466.66015625,7852.60009765625,15795.73046875,4055.989990234375,11854.349609375,6910.14697265625,2484.830078125,304797.0,28416.470703125,17813.599609375,3293.909912109375,15374.6298828125
2023-04-27,3285.8798828125,,7482.2001953125,60649.37890625,102923.0,33826.16015625,7483.83984375,7831.60009765625,15800.4501953125,4135.35009765625,12142.240234375,6945.47705078125,2495.81005859375,296809.0,28457.6796875,17915.05078125,3282.030029296875,15411.490234375
2023-04-28,3323.27001953125,,7501.0,61112.44140625,104432.0,34098.16015625,7491.5,7870.60009765625,15922.3798828125,4169.47998046875,12226.580078125,6915.7158203125,2501.530029296875,297960.0,28856.439453125,18065.0,3270.510009765625,15579.1796875
2023-05-01,,,7524.2001953125,,,34051.69921875,,,,4167.8701171875,12212.599609375,,,,29123.1796875,,,
