Date,GC=F Close,HG=F Close,PA=F Close,PL=F Close,SI=F Close,SLAB Close,GC=F High,HG=F High,PA=F High,PL=F High,SI=F High,SLAB High,GC=F Low,HG=F Low,PA=F Low,PL=F Low,SI=F Low,SLAB Low,GC=F Open,HG=F Open,PA=F Open,PL=F Open,SI=F Open,SLAB Open,GC=F Volume,HG=F Volume,PA=F Volume,PL=F Volume,SI=F Volume,SLAB Volume
2020-01-22,1555.300048828125,2.7669999599456787,2348.60009765625,1015.7999877929688,17.770999908447266,119.16999816894531,1557.0999755859375,2.802999973297119,2348.60009765625,1015.7999877929688,17.770999908447266,121.5199966430664,1549.800048828125,2.7669999599456787,2348.60009765625,1015.7999877929688,17.770999908447266,118.79000091552734,1549.800048828125,2.80049991607666,2348.60009765625,1015.7999877929688,17.770999908447266,119.97000122070312,42.0,309,0.0,0.0,0.0,238100.0
2020-01-23,1564.5999755859375,2.7260000705718994,2342.0,1001.7000122070312,17.773000717163086,121.91999816894531,1564.5999755859375,2.757999897003174,2342.0,1001.7000122070312,17.773000717163086,122.12999725341797,1552.199951171875,2.7184998989105225,2342.0,1001.7000122070312,17.729999542236328,118.01000213623047,1553.0999755859375,2.757999897003174,2342.0,1001.7000122070312,17.729999542236328,119.12000274658203,15.0,291,0.0,0.0,110.0,169400.0
2020-01-24,1571.0999755859375,2.685499906539917,2329.300048828125,1005.2000122070312,18.05699920654297,119.5199966430664,1571.0999755859375,2.7230000495910645,2329.300048828125,1005.2000122070312,18.05699920654297,122.9000015258789,1556.300048828125,2.678999900817871,2329.300048828125,1005.2000122070312,17.8700008392334,118.23999786376953,1556.300048828125,2.7230000495910645,2329.300048828125,1005.2000122070312,17.8700008392334,122.9000015258789,43.0,359,0.0,0.0,280.0,312300.0
2020-01-27,1576.800048828125,2.5964999198913574,2208.60009765625,985.9000244140625,18.0,115.80000305175781,1584.5,2.5964999198913574,2208.60009765625,985.9000244140625,18.0,117.01000213623047,1576.800048828125,2.5964999198913574,2208.60009765625,984.2999877929688,18.0,114.58999633789062,1584.300048828125,2.5964999198913574,2208.60009765625,985.9000244140625,18.0,116.25,22.0,462,0.0,20.0,2.0,308500.0
2020-01-28,1569.199951171875,2.5794999599456787,2230.10009765625,990.0999755859375,17.402000427246094,118.5,1576.4000244140625,2.5915000438690186,2230.10009765625,990.0999755859375,17.604999542236328,119.54000091552734,1569.199951171875,2.5794999599456787,2230.10009765625,990.0999755859375,17.402000427246094,116.98999786376953,1576.4000244140625,2.5840001106262207,2230.10009765625,990.0999755859375,17.604999542236328,117.12999725341797,3.0,381,0.0,0.0,10.0,394000.0
2020-01-29,1569.800048828125,2.553499937057495,2247.199951171875,968.5999755859375,17.430999755859375,102.76000213623047,1569.800048828125,2.5859999656677246,2247.199951171875,968.5999755859375,17.450000762939453,112.01000213623047,1569.800048828125,2.553499937057495,2247.199951171875,968.5999755859375,17.3700008392334,102.1500015258789,1569.800048828125,2.5859999656677246,2247.199951171875,968.5999755859375,17.450000762939453,111.0999984741211,251274.0,727,0.0,3.0,132.0,1764100.0
2020-01-30,1583.5,2.5234999656677246,2237.60009765625,977.0999755859375,17.95199966430664,104.5,1585.0,2.564500093460083,2237.60009765625,977.0999755859375,17.96500015258789,106.87999725341797,1571.4000244140625,2.5234999656677246,2237.60009765625,973.7000122070312,17.540000915527344,102.12000274658203,1576.800048828125,2.563999891281128,2237.60009765625,973.7000122070312,17.540000915527344,102.12000274658203,62336.0,830,0.0,4.0,50.0,593900.0
2020-01-31,1582.9000244140625,2.5199999809265137,2246.60009765625,959.2000122070312,17.972000122070312,98.30999755859375,1589.0,2.5299999713897705,2246.60009765625,959.2000122070312,17.972000122070312,104.45999908447266,1570.0,2.509000062942505,2246.60009765625,959.2000122070312,17.972000122070312,98.19000244140625,1573.4000244140625,2.5280001163482666,2246.60009765625,959.2000122070312,17.972000122070312,103.62000274658203,1095.0,511,0.0,0.0,1.0,523300.0
2020-02-03,1577.199951171875,2.513000011444092,2255.39990234375,968.0,17.639999389648438,100.62999725341797,1593.300048828125,2.5230000019073486,2255.39990234375,968.0,17.799999237060547,101.0,1568.199951171875,2.508500099182129,2255.39990234375,968.0,17.600000381469727,98.87999725341797,1592.9000244140625,2.5230000019073486,2255.39990234375,968.0,17.795000076293945,98.91000366210938,1062.0,860,0.0,0.0,19.0,291900.0
2020-02-04,1550.4000244140625,2.547499895095825,2357.5,963.4000244140625,17.527999877929688,104.1500015258789,1577.699951171875,2.565500020980835,2357.5,963.4000244140625,17.527999877929688,105.12999725341797,1547.800048828125,2.5409998893737793,2357.5,963.4000244140625,17.527999877929688,102.41000366210938,1577.699951171875,2.552000045776367,2357.5,963.4000244140625,17.527999877929688,103.22000122070312,978.0,265,0.0,0.0,154.0,325200.0
2020-02-05,1557.800048828125,2.5789999961853027,2348.60009765625,984.4000244140625,17.569000244140625,107.55000305175781,1560.699951171875,2.5894999504089355,2348.60009765625,984.4000244140625,17.569000244140625,107.62000274658203,1547.699951171875,2.563499927520752,2348.60009765625,984.4000244140625,17.569000244140625,105.13999938964844,1553.199951171875,2.563499927520752,2348.60009765625,984.4000244140625,17.569000244140625,106.29000091552734,1305.0,240,0.0,0.0,10.0,321500.0
2020-02-06,1565.0999755859375,2.5985000133514404,2259.10009765625,964.7000122070312,17.788999557495117,104.81999969482422,1565.5999755859375,2.6040000915527344,2259.10009765625,964.7000122070312,17.788999557495117,108.05000305175781,1551.5999755859375,2.5899999141693115,2259.10009765625,964.7000122070312,17.788999557495117,104.51000213623047,1553.5999755859375,2.5899999141693115,2259.10009765625,964.7000122070312,17.788999557495117,108.05000305175781,110.0,306,0.0,0.0,0.0,218700.0
2020-02-07,1568.5999755859375,2.559000015258789,2232.10009765625,966.5999755859375,17.665000915527344,100.0199966430664,1571.9000244140625,2.562999963760376,2232.10009765625,966.5999755859375,17.665000915527344,103.83999633789062,1560.5,2.555000066757202,2232.10009765625,966.5999755859375,17.665000915527344,99.72000122070312,1564.9000244140625,2.561000108718872,2232.10009765625,966.5999755859375,17.665000915527344,103.55999755859375,431.0,236,0.0,0.0,7.0,255200.0
2020-02-10,1574.699951171875,2.557499885559082,2271.699951171875,964.2999877929688,17.757999420166016,102.08000183105469,1574.699951171875,2.566499948501587,2271.699951171875,964.2999877929688,17.780000686645508,102.0999984741211,1568.5999755859375,2.5510001182556152,2271.699951171875,964.2999877929688,17.757999420166016,99.23999786376953,1569.300048828125,2.5510001182556152,2271.699951171875,964.2999877929688,17.780000686645508,99.23999786376953,128.0,386,0.0,0.0,1.0,318300.0
2020-02-11,1565.5999755859375,2.5885000228881836,2287.60009765625,970.9000244140625,17.572999954223633,101.73999786376953,1571.0999755859375,2.5885000228881836,2287.60009765625,970.9000244140625,17.71500015258789,104.75,1561.9000244140625,2.5875000953674316,2287.60009765625,970.9000244140625,17.572999954223633,101.45999908447266,1570.9000244140625,2.5875000953674316,2287.60009765625,970.9000244140625,17.69499969482422,103.16000366210938,440.0,212,0.0,0.0,7.0,189500.0
2020-02-12,1567.4000244140625,2.6059999465942383,2344.39990234375,964.5,17.47800064086914,103.58999633789062,1568.699951171875,2.6075000762939453,2344.39990234375,964.5,17.47800064086914,103.80999755859375,1561.0,2.6045000553131104,2344.39990234375,964.5,17.47800064086914,101.69999694824219,1565.199951171875,2.6070001125335693,2344.39990234375,964.5,17.47800064086914,103.01000213623047,36.0,242,0.0,0.0,10.0,284600.0
2020-02-13,1575.0999755859375,2.619499921798706,2372.89990234375,971.9000244140625,17.600000381469727,104.02999877929688,1575.0999755859375,2.619999885559082,2372.89990234375,971.9000244140625,17.600000381469727,104.5999984741211,1570.199951171875,2.619499921798706,2372.89990234375,971.9000244140625,17.600000381469727,101.80000305175781,1570.199951171875,2.619999885559082,2372.89990234375,971.9000244140625,17.600000381469727,102.4000015258789,74.0,234,0.0,0.0,3.0,237100.0
2020-02-14,1582.699951171875,2.6054999828338623,2338.60009765625,966.0,17.71500015258789,104.19999694824219,1582.699951171875,2.6105000972747803,2338.60009765625,966.0,17.71500015258789,105.13999938964844,1574.800048828125,2.6054999828338623,2338.60009765625,966.0,17.71500015258789,103.30000305175781,1575.800048828125,2.6089999675750732,2338.60009765625,966.0,17.71500015258789,104.16999816894531,68.0,216,0.0,0.0,0.0,242500.0
2020-02-18,1600.0,2.609999895095825,2519.5,991.2999877929688,18.131000518798828,103.45999908447266,1604.300048828125,2.630000114440918,2519.5,991.2999877929688,18.131000518798828,103.54000091552734,1579.800048828125,2.6075000762939453,2519.5,991.2999877929688,18.131000518798828,101.27999877929688,1579.800048828125,2.629499912261963,2519.5,991.2999877929688,18.131000518798828,103.0999984741211,310.0,408,0.0,0.0,0.0,359800.0
2020-02-19,1607.5,2.612499952316284,2593.10009765625,1001.7000122070312,18.29199981689453,105.41000366210938,1610.5,2.6135001182556152,2593.10009765625,1001.7000122070312,18.29199981689453,106.1500015258789,1599.699951171875,2.5980000495910645,2593.10009765625,1001.7000122070312,18.145000457763672,103.9800033569336,1600.5999755859375,2.6135001182556152,2593.10009765625,1001.7000122070312,18.145000457763672,103.9800033569336,542.0,235,0.0,0.0,56.0,335100.0
2020-02-20,1616.5999755859375,2.5950000286102295,2595.800048828125,976.2000122070312,18.30900001525879,104.52999877929688,1621.0,2.5950000286102295,2595.800048828125,976.2000122070312,18.30900001525879,104.80999755859375,1603.0,2.5945000648498535,2595.800048828125,976.2000122070312,18.30900001525879,102.27999877929688,1606.5,2.5945000648498535,2595.800048828125,976.2000122070312,18.30900001525879,104.70999908447266,117.0,386,0.0,0.0,3.0,271500.0
2020-02-21,1644.5999755859375,2.618000030517578,2627.300048828125,973.4000244140625,18.520999908447266,100.4000015258789,1645.0,2.618000030517578,2627.300048828125,973.4000244140625,18.565000534057617,104.2699966430664,1619.300048828125,2.5994999408721924,2627.300048828125,973.4000244140625,18.479999542236328,100.01000213623047,1619.300048828125,2.5994999408721924,2627.300048828125,973.4000244140625,18.565000534057617,104.06999969482422,186.0,506,0.0,6.0,11.0,447700.0
2020-02-24,1672.4000244140625,2.5924999713897705,2543.199951171875,971.7000122070312,18.868000030517578,98.0,1686.5999755859375,2.6050000190734863,2543.199951171875,971.7000122070312,18.868000030517578,100.13999938964844,1650.0,2.5834999084472656,2543.199951171875,971.7000122070312,18.690000534057617,95.18000030517578,1657.0,2.6050000190734863,2543.199951171875,971.7000122070312,18.690000534057617,95.98999786376953,435.0,379,0.0,0.0,4.0,613100.0
2020-02-25,1646.9000244140625,2.5964999198913574,2669.699951171875,929.7999877929688,18.183000564575195,94.98999786376953,1653.699951171875,2.5964999198913574,2669.699951171875,929.7999877929688,18.183000564575195,99.19000244140625,1632.300048828125,2.5945000648498535,2669.699951171875,929.7999877929688,18.183000564575195,94.30000305175781,1645.0999755859375,2.5945000648498535,2669.699951171875,929.7999877929688,18.183000564575195,98.88999938964844,409.0,414,0.0,4.0,0.0,754400.0
2020-02-26,1640.0,2.5764999389648438,2714.699951171875,912.2999877929688,17.826000213623047,95.75,1648.0999755859375,2.5824999809265137,2714.699951171875,912.2999877929688,17.826000213623047,98.3499984741211,1636.4000244140625,2.5764999389648438,2714.699951171875,912.2999877929688,17.826000213623047,94.86000061035156,1644.0,2.5820000171661377,2714.699951171875,912.2999877929688,17.826000213623047,95.76000213623047,1990.0,65062,2262.0,9.0,96319.0,423500.0
2020-02-27,1640.0,2.571500062942505,2744.699951171875,903.5999755859375,17.658000946044922,90.41999816894531,1658.0,2.5810000896453857,2815.5,903.5999755859375,18.079999923706055,94.94000244140625,1638.5,2.5220000743865967,2675.0,903.5999755859375,17.579999923706055,89.69000244140625,1641.0999755859375,2.565500020980835,2713.199951171875,903.5999755859375,17.864999771118164,92.48999786376953,707.0,14714,534.0,0.0,13497.0,522100.0
2020-02-28,1564.0999755859375,2.5460000038146973,2508.800048828125,862.7999877929688,16.386999130249023,88.68000030517578,1642.5,2.566999912261963,2797.10009765625,862.7999877929688,17.795000076293945,89.88999938964844,1564.0999755859375,2.5139999389648438,2448.39990234375,862.7999877929688,16.34000015258789,86.33999633789062,1640.300048828125,2.557499885559082,2797.10009765625,862.7999877929688,17.690000534057617,86.4800033569336,289.0,2580,88.0,0.0,709.0,742300.0
2020-03-02,1592.300048828125,2.6010000705718994,2445.39990234375,858.2999877929688,16.679000854492188,91.79000091552734,1608.300048828125,2.618499994277954,2535.0,858.2999877929688,16.975000381469727,91.87000274658203,1574.300048828125,2.5144999027252197,2445.39990234375,858.2999877929688,16.389999389648438,88.02999877929688,1583.9000244140625,2.5360000133514404,2535.0,858.2999877929688,16.4950008392334,89.9000015258789,537.0,1295,9.0,2.0,518.0,476600.0
2020-03-03,1642.0999755859375,2.5794999599456787,2405.199951171875,868.2000122070312,17.128999710083008,88.13999938964844,1645.300048828125,2.630000114440918,2440.0,868.2000122070312,17.31999969482422,94.2699966430664,1594.0,2.561500072479248,2405.199951171875,868.2000122070312,16.739999771118164,86.45999908447266,1594.5,2.619999885559082,2439.0,868.2000122070312,16.875,91.9800033569336,610.0,1145,4.0,0.0,307.0,396700.0
2020-03-04,1641.0999755859375,2.5929999351501465,2402.699951171875,874.0999755859375,17.187000274658203,92.05999755859375,1645.9000244140625,2.6019999980926514,2426.199951171875,874.0999755859375,17.2450008392334,92.12000274658203,1631.300048828125,2.5769999027252197,2399.800048828125,874.0999755859375,17.049999237060547,88.12000274658203,1645.4000244140625,2.5850000381469727,2400.39990234375,874.0999755859375,17.190000534057617,90.08999633789062,83.0,489,16.0,0.0,73.0,304900.0
2020-03-05,1666.4000244140625,2.5824999809265137,2487.10009765625,864.5999755859375,17.341999053955078,90.97000122070312,1672.9000244140625,2.5934998989105225,2487.10009765625,864.5999755859375,17.405000686645508,93.55000305175781,1637.199951171875,2.572999954223633,2420.0,864.5999755859375,17.1200008392334,90.1500015258789,1637.300048828125,2.5880000591278076,2420.0,864.5999755859375,17.155000686645508,91.98999786376953,154.0,491,1.0,0.0,66.0,515800.0
2020-03-06,1670.800048828125,2.572999954223633,2456.89990234375,895.2999877929688,17.214000701904297,87.5,1686.199951171875,2.5789999961853027,2571.10009765625,895.2999877929688,17.485000610351562,88.97000122070312,1647.199951171875,2.5464999675750732,2456.89990234375,895.2999877929688,17.0,83.66999816894531,1670.800048828125,2.5789999961853027,2551.10009765625,895.2999877929688,17.459999084472656,87.94999694824219,175.0,638,4.0,0.0,52.0,585200.0
2020-03-09,1674.5,2.5239999294281006,2423.39990234375,861.7000122070312,17.000999450683594,80.19999694824219,1701.5999755859375,2.5420000553131104,2423.39990234375,861.7000122070312,17.434999465942383,84.79000091552734,1657.699951171875,2.4795000553131104,2390.0,861.7000122070312,16.56999969482422,79.86000061035156,1696.0999755859375,2.5420000553131104,2420.0,861.7000122070312,17.434999465942383,80.79000091552734,161.0,816,2.0,0.0,46.0,453800.0
2020-03-10,1659.0999755859375,2.5339999198913574,2347.5,868.5,16.9060001373291,88.70999908447266,1674.5999755859375,2.562999963760376,2380.0,868.5,17.145000457763672,88.80999755859375,1643.0,2.498500108718872,2335.10009765625,868.5,16.764999389648438,80.4000015258789,1671.5999755859375,2.498500108718872,2380.0,868.5,16.850000381469727,83.37999725341797,48.0,685,1.0,0.0,97.0,739300.0
2020-03-11,1641.4000244140625,2.51200008392334,2259.39990234375,867.2999877929688,16.729000091552734,83.80999755859375,1666.5,2.549999952316284,2350.0,867.2999877929688,16.860000610351562,87.16999816894531,1635.0,2.48799991607666,2259.39990234375,867.2999877929688,16.639999389648438,82.87000274658203,1656.5999755859375,2.549999952316284,2350.0,867.2999877929688,16.854999542236328,85.5999984741211,47.0,654,2.0,0.0,152.0,557900.0
2020-03-12,1589.300048828125,2.4809999465942383,1945.0,780.9000244140625,15.961000442504883,69.44999694824219,1647.5,2.490999937057495,2220.0,780.9000244140625,16.614999771118164,83.0,1566.4000244140625,2.438999891281128,1625.0,780.9000244140625,15.600000381469727,69.41000366210938,1637.0,2.490999937057495,2220.0,780.9000244140625,16.43000030517578,78.4800033569336,256.0,985,10.0,0.0,51.0,736700.0
2020-03-13,1515.699951171875,2.4739999771118164,1539.199951171875,743.0,14.456000328063965,82.70999908447266,1589.800048828125,2.5344998836517334,1539.199951171875,743.0,15.765000343322754,82.72000122070312,1513.800048828125,2.430000066757202,1539.199951171875,743.0,14.425000190734863,73.51000213623047,1574.9000244140625,2.4549999237060547,1539.199951171875,743.0,15.755000114440918,75.20999908447266,89.0,803,0.0,0.0,506.0,1042400.0
2020-03-16,1485.9000244140625,2.3984999656677246,1544.199951171875,656.7000122070312,12.772000312805176,74.91000366210938,1569.0999755859375,2.4600000381469727,1544.199951171875,656.7000122070312,14.885000228881836,86.27999877929688,1452.0999755859375,2.364000082015991,1544.199951171875,656.7000122070312,11.850000381469727,73.33999633789062,1569.0999755859375,2.4549999237060547,1544.199951171875,656.7000122070312,14.885000228881836,74.05000305175781,193.0,516,0.0,0.0,104.0,977500.0
2020-03-17,1524.9000244140625,2.315500020980835,1539.699951171875,664.4000244140625,12.468999862670898,82.3499984741211,1537.699951171875,2.4170000553131104,1539.699951171875,664.4000244140625,12.710000038146973,83.56999969482422,1469.300048828125,2.309000015258789,1539.699951171875,664.4000244140625,12.414999961853027,73.94000244140625,1469.300048828125,2.4170000553131104,1539.699951171875,664.4000244140625,12.550000190734863,76.61000061035156,122.0,582,0.0,0.0,194.0,819300.0
2020-03-18,1477.300048828125,2.1605000495910645,1449.9000244140625,604.0999755859375,11.734999656677246,68.75,1542.0,2.322499990463257,1449.9000244140625,604.0999755859375,12.824999809265137,81.44999694824219,1477.300048828125,2.121999979019165,1449.9000244140625,604.0999755859375,11.734999656677246,65.08999633789062,1537.5,2.315999984741211,1449.9000244140625,604.0999755859375,12.5600004196167,75.79000091552734,333.0,480,0.0,0.0,184.0,861200.0
2020-03-19,1478.5999755859375,2.200000047683716,1559.5,595.9000244140625,12.097000122070312,74.45999908447266,1491.5999755859375,2.200000047683716,1559.5,595.9000244140625,12.204999923706055,77.55999755859375,1471.0,2.059499979019165,1559.5,595.9000244140625,11.895000457763672,68.19000244140625,1481.5,2.1614999771118164,1559.5,595.9000244140625,12.069999694824219,68.61000061035156,262.0,470,0.0,0.0,45.0,556800.0
2020-03-20,1484.0,2.190500020980835,1570.300048828125,621.5999755859375,12.348999977111816,70.06999969482422,1484.0,2.240999937057495,1570.300048828125,621.5999755859375,12.859999656677246,79.05999755859375,1483.5,2.119999885559082,1570.300048828125,621.5999755859375,12.079999923706055,69.70999908447266,1483.5,2.1619999408721924,1570.300048828125,621.5999755859375,12.079999923706055,74.19999694824219,14.0,406,0.0,0.0,95.0,581100.0
2020-03-23,1567.0,2.119499921798706,1587.0,627.5,13.225000381469727,74.63999938964844,1567.0,2.125499963760376,1587.0,627.5,13.225000381469727,76.41000366210938,1490.199951171875,2.1050000190734863,1587.0,609.2000122070312,12.899999618530273,69.54000091552734,1505.300048828125,2.1135001182556152,1587.0,617.4000244140625,12.899999618530273,73.26000213623047,51.0,375,0.0,48.0,139.0,518500.0
2020-03-24,1660.199951171875,2.197499990463257,1817.0,701.7000122070312,14.229000091552734,82.48999786376953,1685.5,2.2314999103546143,1817.0,701.7000122070312,14.229000091552734,83.0199966430664,1592.699951171875,2.1510000228881836,1817.0,701.7000122070312,13.359999656677246,77.41000366210938,1592.699951171875,2.1510000228881836,1817.0,701.7000122070312,13.359999656677246,79.88999938964844,442.0,448,0.0,0.0,176.0,561900.0
2020-03-25,1632.300048828125,2.2339999675750732,2277.699951171875,745.5,14.836999893188477,78.87000274658203,1676.5,2.2339999675750732,2277.699951171875,745.5,14.836999893188477,84.8499984741211,1631.0999755859375,2.174499988555908,2277.699951171875,745.5,14.454999923706055,77.66999816894531,1676.5,2.2084999084472656,2277.699951171875,745.5,14.71500015258789,82.16999816894531,476.0,719,0.0,12.0,262.0,396700.0
2020-03-26,1650.0999755859375,2.2079999446868896,2256.199951171875,737.0,14.640000343322754,87.80000305175781,1660.5,2.2179999351501465,2256.199951171875,737.0,14.845000267028809,87.95999908447266,1650.0999755859375,2.190000057220459,2256.199951171875,737.0,14.640000343322754,79.31999969482422,1660.5,2.190000057220459,2256.199951171875,737.0,14.829999923706055,80.80999755859375,3.0,484,0.0,0.0,140.0,443800.0
2020-03-27,1623.9000244140625,2.197000026702881,2226.800048828125,740.0,14.498000144958496,81.08000183105469,1623.9000244140625,2.197000026702881,2226.89990234375,740.0,14.498000144958496,85.3499984741211,1623.9000244140625,2.190000057220459,2226.800048828125,732.2999877929688,14.335000038146973,81.01000213623047,1623.9000244140625,2.190000057220459,2226.89990234375,732.2999877929688,14.335000038146973,83.0999984741211,100638.0,906,0.0,4971.0,919.0,418700.0
2020-03-30,1622.0,2.1619999408721924,2226.10009765625,723.9000244140625,14.074000358581543,85.0199966430664,1652.800048828125,2.171999931335449,2226.10009765625,742.2000122070312,14.25,85.55000305175781,1607.199951171875,2.1584999561309814,2226.10009765625,709.7000122070312,13.899999618530273,81.36000061035156,1641.199951171875,2.1624999046325684,2226.10009765625,739.0999755859375,14.100000381469727,82.4800033569336,16389.0,352,0.0,1529.0,612.0,373200.0
2020-03-31,1583.4000244140625,2.240000009536743,2333.300048828125,724.4000244140625,14.097999572753906,85.41000366210938,1621.0,2.25,2333.300048828125,724.4000244140625,14.244999885559082,87.75,1576.0,2.1760001182556152,2333.300048828125,713.0999755859375,13.979999542236328,84.11000061035156,1618.699951171875,2.177500009536743,2333.300048828125,717.7000122070312,13.979999542236328,84.43000030517578,2874.0,514,0.0,69.0,27.0,424200.0
